title,true,pred_label
" Trump Gets Busted For Using $12,000 Of Charity Funds To Buy Sports Memorabilia For Himself",0,0
Puerto Rico senate approves bill to restructure utility PREPA,1,1
 Joe Scarborough Just EVISCERATED Trump’s Attorney On Twitter Over Tax Returns (TWEETS),0,0
OOPS! WATCH THE BRILLIANT TV AD Trump Made For Cruz,0,0
MSNBC’S MARK HALPERIN Exposed As Sex Predator By 5 Women…MSNBC Gives Slap On The Wrist,0,0
Tories lead for the first time since June election: Times,1,1
"OH WHAT A DAY! First Family Fourth of July Fireworks, Concerts and a Military Picnic [Video]",0,0
Thai junta says to allow parties to get ready for 2018 election,1,1
[Video] DUMB AND DUMBER Star BASHES TRUMP…Use Worst Examples Of Female Leaders To PROMOTE Hillary,0,0
"Turkey's Yildirim says U.S. visa move positive, calls for extradition of cleric",1,1
Pakistani government calls in army to help disperse Islamist protesters,1,1
DINGBAT DEMOCRAT Maxine Waters Hopes Trump Won’t Serve 4 Years…Thinks Putin Invaded Korea [VIDEO],0,0
"Manufacturers, Wall Street getting Trump's ear in first 100 days",1,1
"France's Hollande congratulates Trump, warns of period of uncertainty",1,1
"Conservatives back latest U.S. healthcare bill, obstacles remain",1,1
 INSANE Bundy Supporter: Conservatives Ready To ‘Lynch Obama Publicly’ (VIDEO),0,0
 Guess Which Republican Candidate Helped KKK Chapters More Than Double Last Year (VIDEO),0,0
 Trump Says He’s Going To Save the Country Money By Going Golfing Again,0,0
U.S. monitoring Saudi situation amid post-purge wealth deals: U.S. Treasury chief,1,1
MSNBC’S CHRIS MATTHEWS DEFENDS VA SHOOTER: “He did understand inequality” [Video],0,0
"Mexico prison population drops as police, prosecutors bungle cases",1,1
Lebanon's interior minister accuses Uber of not checking records,1,1
WOMAN INTRODUCING HILLARY Refuses To Say “One Nation Under God”…Hillary Laughs [VIDEO],0,0
Ryan opposes Trump working with Democrats on healthcare,1,1
 The Federal Election Commission Just Told Trump They’re DONE With His ‘Voter Fraud’ Lies,0,0
South Korea's Moon says North Korean provocations complicate situation on Korean peninsula,1,1
Venezuela doctors in protest urge stronger WHO stance on health crisis,1,1
Turkey's Erdogan tells Muslim summit Jerusalem is capital of Palestine,1,1
Belarus crackdown throws U.S. sanctions relief in doubt,1,1
 Democrats Are Spending MILLIONS To Destroy Trump With These 2 Ads (VIDEO),0,0
In-flight sexual assaults often unreported; airlines need to step up,1,0
SARAH PALIN’S SON BREAKS Into Family Home…Savagely Beats Dad…Leaves Him Covered In Blood,0,0
Banks spent record amounts on lobbying in recent election,1,1
 WATCH: Fox Anchor Chris Wallace Rips NRA Stooge A New One For Lying About Gun Control,0,0
Italy national election likely set for March 4: parliamentary source,1,1
Turkish academics to be tried in April over Kurdish letter,1,1
"Collins says Senate healthcare bill needs ""major overhaul"" -MSNBC",1,1
"MORE JOBS! DOW COMPANY CEO At MI Trump Rally: Announces New MI Plant: “We’re Not A ‘Red Tape’ Company, But A ‘Red Carpet’ Country For American Businesses”",0,0
"COMMUNIST SYMPATHIZER NYC MAYOR DEBLASIO Encourages Anti-Trump Protesters To Keep Going: “the more people fight back, the more it takes away his power”",0,0
Trump predicts 'staggering' July fundraising for White House bid,1,1
"This Everyday American’s Video Is Guaranteed To Make You Laugh: “Funny, I never trusted Donald Trump until the Media told me not to.”",0,0
Iraq refuses talks with Kurdistan about independence referendum results,1,1
OOPS! NEW EVIDENCE SHOWS WOMAN Who Accused Roy Moore of Sexual Misconduct Worked For Hillary Campaign…Supported His Democrat Opponent On Facebook,0,0
Democrats blast Trump's pick for Education Secretary,1,1
OBAMA’S BROTHER Will Vote For Trump: “Deep Disappointment” In Barack’s Presidency…Wants To “Make America Great Again”,0,0
 WATCH: GOP Governor Tells Christians To Martyr Themselves For Right To Discriminate,0,0
"Quake hits southeast Iran, destroys homes; no fatalities reported",1,1
Turkey's Erdogan says businessmen moving assets abroad are 'traitors',1,1
LIBERAL BIGOT Destroyed by Legendary Democrat Alan Dershowitz in Discussion on Trump’s Travel Ban: “You’re lying through your teeth!” [Video],0,0
"MOOCH CRIES VICTIM (Again) In Speech To Argentinian Girls: “men would whistle at me as I walked down the street, as if my body were their property” [VIDEO]",0,0
 Whiny Trump Lashes Out Like A Toddler At Pastor Who Shut Him Down (VIDEO),0,0
"Trump EPA pick says backs biofuels program, but open to tweaks",1,1
U.S. deportation raids target Central American families: lawyers,1,1
Dublin hopeful Northern Ireland talks can resume in coming weeks,1,1
Highlights: The Trump presidency on March 5 at 7:35 p.m. EST,1,1
 Sarah Palin’s Pick To Replace Paul Ryan Wants To Challenge The Speaker To An Arm Wrestling Match (VIDEO),0,0
Ninety percent of Raqqa retaken from Islamic State - U.S. military,1,1
Factbox: Contenders for senior jobs in Trump's administration,1,1
Justice Department settles with conservative groups over IRS scrutiny,1,1
House leader wants review of 9/11 bill that would let Americans sue Saudis,1,1
Egypt extends state of emergency for three months starting Friday: official gazette,1,1
" 27 People Murdered In Texas Mass Shooting, And Trump’s Response Is Classic Racist",0,0
Ukraine to ramp up health spending after anti-corruption push,1,1
"Hariri warns Lebanon faces Arab sanctions risk, to return in days",1,1
"After Reuters arrests, some Myanmar reporters fear 'it could've been me'",1,1
" Conservatives LOSE IT, Call For Obama’s Death After ‘Northern Scum’ Pulled From State Song (SCREENSHOTS)",0,0
"Trump may look to strengthen, not shred, Iran nuclear deal",1,1
Tens of thousands of Indonesians rally over Trump's Jerusalem stance,1,1
"THIS IS OKAY? Loudmouth Entertainer Who Got Milo Kicked Off Twitter: “If I see another 45-year-old white woman from Williamsburg saying ‘black lives matter,’ I’m going to punch you in the mouth”",0,0
" Trump Was Just Busted For Daydreaming At G20 Meeting, This Is Beyond Humiliating (VIDEO)",0,0
BREAKING: Mexico’s President Cancels Visit With Trump Over Defending Our US Border From Lawbreakers…But Wrongfully Imprisoning US Marine Tahmooressi For “Border Violation” Was No Big Deal,0,0
Lawmakers say Ross defers to Trump on U.S. steel tariff timing,1,1
"Criticized for Egypt ties, France to raise human rights with al-Sisi",1,1
" Trump’s Foundation OPENLY Admits To Corruption, Breaking IRS Rules",0,0
Senate banking panel approves Szubin for key sanctions post,1,1
The Great Con: Has Political Correctness Marginalized the Working Class?,0,0
WOW! LOOSE CANNON HILLARY Leaked Major Nuclear Secret To World During Final Debate [VIDEO],0,0
Trump vows strong ties with Israel if elected president,1,1
U.S. House ethics panel investigating allegations against Rep. Conyers,1,1
STUNNING VINTAGE VIDEO Shows BARACK OBAMA Mocking God…The Bible…Where Was This 9 Years Ago?,0,0
U.S. military to indefinitely delay ban on cluster bombs,1,1
"WHY ARE DEMOCRATS Willing To Put Women Working At White House At Risk, By Allowing Sexual Predator, Accused Rapist To Roam Halls?",0,0
"Medicaid, pension costs create budget complications for U.S. states: report",1,1
"OUCH! Things Take Ugly Turn For MATT LAUER When He Tries To Get George W. Bush To Blame Trump For Division: “When I was President, you mattered a lot more” [VIDEO]",0,0
Southeast Asian ministers urge North Korea to rein in weapons programs,1,1
 WATCH: Republicans Disrespectfully Shout Down Elizabeth Warren During Late Night Vote To Repeal Obamacare,0,0
" Dan Rather Blasts GOP For Protecting Trump, Gives Them A Tongue Lashing They’ll Never Forget (VIDEO)",0,0
U.S. to continue supporting engagement with Cuban people: Kerry,1,1
#FakeNewsMorningShow GMA Compares President Trump To N. Korean’s Murderous Dictator Kim Jong Un [VIDEO],0,0
LIST OF U.S. STATES With Most Illegal Aliens,0,0
Trump's shifting positions since U.S. election win,1,1
 Trump Goes Birther On Federal Judge Presiding Over Trump U Fraud Case: He’s A ‘Mexican!’,0,0
" Trends Show Republicans Are SCREWED For 2016, And It’s All Thanks To Trump",0,0
Trump presses fraud concerns as panel begins investigation,1,1
TIMES SQUARE ILLEGAL ALIEN PANHANDLERS Have No Fear of Arrest Because of de Blasio’s Policy on Illegals,0,0
U.S. envoy slams Russia for bid to shield Iran from IAEA inspections,1,1
Obama to Democrats: 'I want us to run scared' in election,1,1
HAMMER TIME: TRUMP POINTS OUT THE LIES BEHIND JEB’S “Act Of Love” COMMENT IN THIS BRILLIANT VIDEO,0,0
Syrian opposition picks chief negotiator ahead of new Geneva talks,1,1
"Kurdish forces pullout from Khanaqin area on Iraq-Iran border, security sources say",1,1
 Beloved NBA Coach Openly Calls Trump A Dangerous Liar (DETAILS),0,0
 Trump Fan Drives Jeep Through Crowd Of Protesters (VIDEO),0,0
South African opposition to lay criminal complaint against McKinsey,1,1
"Trump, Xi agree to 100-day plan to discuss trade issues",1,1
Bahrain accuses opposition leaders of spying for Qatar,1,1
U.S. Senator Graham agrees with Putin that more North Korea sanctions won't work,1,1
 WATCH: Ted Cruz Opens The GOP Debate With A Wicked Burn On Donald Trump,0,0
U.S. FCC chief unveils plan to scrap Obama-era internet rules,1,1
JAL to screen majority-muslim country passengers before departure for U.S.,1,1
Palestinian Protesters Attack US Embassy in Lebanon,0,0
 Trump Disproves The Effectiveness Of Walls As He Climbs Over One Himself (VIDEO),0,0
YRC Worldwide says multiple terminals closed in U.S. Southeast,1,1
 College Moves to Fire Christian Professor For Saying Christians And Muslims Worship Same God (VIDEO),0,0
DONALD TRUMP TIME PERSON OF THE YEAR: “The revolution he stirred feels fully American”,0,0
ABC Shuts Down Conservative Tim Allen’s “Last Man Standing”…Viewers Furious When They See How Highly Show Was Rated,0,0
" WATCH: Trump Aide Asks CRAZIEST Question Ever About Hillary In Desperate Attempt To Defend Trump, Russia",0,0
HOW PRESIDENT TRUMP Can Remove Congress From Their ObamaCare Exemption [Video],0,0
BRILLIANT: [VIDEO] SHERIFF CLARKE EXPLAINS HOW #BlackLIESMatter IS BASTARD CHILD OF #HandsUpDontShoot LIE,0,0
Police arrest Kosovo opposition leader for no-show at court,1,1
Quick debt limit move needed as tax receipts slow: Pelosi,1,1
"Asked to explain 'calm before the storm' remark, Trump talks North Korea",1,1
NJ GOV CHRIS CHRISTIE Gets in Cubs Fan’s Face at Baseball Game…Not Pretty [Video],0,0
U.S. officials try to ease concerns Trump may quit Iran deal,1,1
 New Analysis Finds SIGNIFICANT Voting Anomalies In Wisconsin – Recount To Begin Today,0,0
THANKS OBAMA! Half Of Students In Top 700 School Districts Are From Immigrant Households…30% Are ILLEGAL ALIENS,0,0
MO DEMOCRAT LAWMAKER Under Investigation By Secret Service For Saying: “I Hope Trump Is Assassinated” On Facebook…But Response By Man Who Claims Cousin Is On Trump’s Secret Service Detail Could Be More Serious Threat,0,0
NFL NIGHTMARE CONTINUES…Seahawks Player Caught On Video Taunting Female Officer During Arrest: “Are you scared of me?”…“I got a lot of f**king money you broke-ass n*ggas”,0,0
Japan's Abe calls for enforcement of sanctions against North Korea: NYT,1,1
Trump demands U.S. Supreme Court Justice Ginsburg resign over criticism,1,1
Police at Scottish parliament after suspect package found,1,1
"Taiwan says it aims to keep strong ties with U.S., China",1,1
Myanmar military trucks hit landmines in troubled Rakhine; one injured,1,1
 Stephen King’s New Metaphor For Trump Is Going VIRAL; Trump Will Be FURIOUS (TWEET),0,0
 One Republican Senator Is So Fed Up With Trump He’s Retiring In 2018,0,0
"BREAKING: THIEVES STEAL IRS INFO FROM 100,000 TAXPAYERS",0,0
Trump's 'bromance' with Russia's Putin appears to be cooling,1,1
LIBERAL MEDIA IGNORES MELANIA’S Visit To Home For Abused Girls…Proving They Really Don’t Care Much About Actual Women’s Issues After All,0,0
U.S. judge orders former Trump aides to stay under home arrest,1,1
Hammond says UK 'very close' to deal on EU citizens' rights,1,1
"Factbox: Increase defense spending, lower individual tax rate. What a President Kasich would do",1,1
Brexit campaigner Farage says UK set for 'next stage of humiliation',1,1
 WATCH: Trump Threatens Saturday Night Live During Today Show Appearance,0,0
WHAT THE HECK! Why Was Al Gore Meeting With The Trump Team Today? [Video],0,0
WOW! HOLLYWOOD ACTRESS BLASTS Ben Affleck…Posts Video Showing When He “Grabbed Hilarie Burton’s Breasts” During Taping of MTV Show,0,0
UK's May urges EU to respond in kind to new tone on Brexit talks,1,1
" WATCH: Texas Pastor Angers Parents, Tells Children That Santa Isn’t Real While Trying To Indoctrinate Them At A Mall",0,0
Exclusive: India pares back planned funding for crucial public health scheme,1,1
Poland wants strong euro zone before mulling membership - finance minister,1,1
Fire in Bangladesh textile factory kills six,1,1
 Rick Scott Issues Bizarre Response To The Woman Who Humiliated Him In Starbucks,0,0
China's media calls Trump's withdrawal from Paris accord 'global setback',1,1
 40% Of Floridians Believe This Republican Candidate May Be A Serial Killer,0,0
REVEALED: HILLARY’S OVER-THE-TOP Spending During State Department Reign Will Blow Your Mind,0,0
U.S. Senate to hold hearing on Republican healthcare proposal,1,1
 BOMBSHELL: Trump Called ‘The Apprentice’ Sound Guy A ‘F***ing Monkey’ Over And Over (DETAILS),0,0
"Cyclone batters southwestern India coast killing 14, many missing",1,1
Panama to send immigration envoys to China as visa limits lifted,1,1
"Factbox: Contenders, picks for key jobs in Trump's administration",1,1
WHO IS THIS WOMAN And Why Did Hillary Have Her Copy Top Secret Info…Does She Hold The Secrets To Emailgate?,0,0
Cameroon Anglophone protests reignite with separatist tinge,1,1
" Republicans Did This, And Now Britain Is Warning Its Citizens To Avoid America",0,0
U.S. lawmakers to debate measures to block Boeing aircraft sale to Iran,1,1
 Did Trump Just Accidentally Admit He Deleted Recordings Of Comey Conversations?,0,0
Guess Who’s Offended Now? This Walmart Costume Set Off A Firestorm Of Complaints So I Think I’ll Buy It,0,0
" Michelle Obama TORCHES Donald Trump: ‘It’s Not About Politics, It’s About Parenting!’",0,0
Trump: 'No one really knows' how much tax plan would generate,1,1
China calls for constructive efforts to ease Korean tensions,1,1
 Scott Baio Tries To Push Hillary’s ‘Body Double’ Conspiracy And Fails MISERABLY (TWEETS),0,0
Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder,1,1
 Dan Rather: ‘We Haven’t Had A President This Psychologically Troubled’ In Decades (VIDEO),0,0
Myanmar says security forces told to avoid collateral damage in Rakhine,1,1
"Clinton wins D.C. primary, has 'positive' meeting with Sanders",1,1
"Ferrer victory was my best match, says Murray",1,1
McConnell says deep State Department budget cuts won't pass,1,1
 WATCH: Rob Reiner Destroys Team Trump Claims that Obama Should Be Blamed for Flynn,0,0
House sets rules committee hearing for healthcare bill,1,1
GRASSLEY DEMANDS ANSWERS ON TRUMP JR SETUP: Russian Lawyer Tied to DNC Firm…Who Allowed Russian Lawyer Into US After Denied Visa Entry? [Video],0,0
U.S. Senate confirms Iowa Governor Branstad as ambassador to China,1,1
"BAN THE BURQA! Women Wearing A Burqa In Switzerland Could Face $9,000 Fine",0,0
"Merkel's conservatives keen, but SPD still coy on German government talks",1,1
O’REILLY BLASTS FOX NEWS’ Liberal Murdoch Brothers After Disastrous Viewer Ratings Are Revealed,0,0
 Tennessee Republican Leader Vows Punishing Tax Hike On Companies That Support LGBT Rights,0,0
TRUMP TELLS State Department To Make CUT More Than 50% Of Funding To U.N.,0,1
WATCH: Colin Kaepernick’s Worst Nightmare [Video],0,0
MI Election Recount Nightmare: “Write-In” Votes For Bernie In Detroit Were Being Counted As Votes For Hillary…And More,0,0
South Korea to review whether or not to abolish anti-abortion law,1,1
"BUH-BYE MEGYN…The Woman Who Miscalculated Her Power With Viewers Is Leaving FOX To Join Liberal, Anti-Trump NBC",0,0
HATEFUL OBAMA MOCKS TRUMP: “C’mon Man!”…Make Him Regret This! VOTE TRUMP! [VIDEO],0,0
Factbox: The future of FBI's Russia probe after Comey firing,1,1
 GOP In CHAOS As Obamacare Vote Goes Down In Flames (DETAILS),0,0
VIDEO: US Elections: More Voter Fraud Emerges,0,0
Egypt not considering measures against Lebanon's Hezbollah: CNBC,1,1
"Trump doubles monthly campaign fundraising, lags Clinton",1,1
 Women Will Get More Elected Representation If Clinton Becomes President,0,0
 Ted Cruz Lies About Tithing In Interview With Christian Journalist (VIDEO),0,0
Ireland welcomes home student who spent four years in an Egyptian jail,1,1
LIBERAL LUNATIC CHRIS MATTHEWS Scolded By Piers Morgan for Trashing Trump Family [Video],0,0
Pro-independence parties want Catalan parliament to discuss independence on Monday: report,1,1
 Elizabeth Warren Goes Off On Trump In Totally EPIC Series Of Tweets,0,0
U.S. announces new Iran-related sanctions,1,1
LONDON MOSQUE With Links to Terrorists Is Terrorized By Vengeful Londoner [Video],0,0
What do I need to know about the CIA's hacking program?,1,1
"WATCH FUNNIEST MAN In American Politics Ridicule Liberals, Atheists And Anti-American Jackasses",0,0
ELEMENTARY SCHOOL PLANS ‘BLACKS ONLY’ FIELD TRIP TO COLLEGE FOR THIRD GRADERS,0,0
Trump says he has not obstructed FBI's probe Russia probe: Fox News,1,1
Mexico right-left coalition presents bid to run in 2018 election,1,1
"Trump, Sanders explore staging unusual presidential debate",1,1
MN: Mayoral Candidate Wants To DISARM COPS After Muslim Cop Kills Unarmed Woman,0,0
"Ben Carson says Obama was 'raised white,' sparking Twitter furor",1,1
Obama says expects Taliban to continue strategy of violence under new leader,1,1
"Turkey summons U.S. embassy undersecretary, calls for end to visa dispute: sources",1,1
NIGERIAN IMMIGRANT Worth $1.5 Million Arrested For $100K Food Stamp and Welfare Fraud [Video],0,0
Hezbollah says Saudi declares Lebanon war with Hariri detention,1,1
FURIOUS CUSTOMERS RESPOND To Home Depot Cashier’s “AMERICA WAS NEVER GREAT” Anti-Trump Hat [VIDEO],0,0
HALLOWEEN HORROR: Mom Dresses Her Son Up As Hillary Clinton: “Our 8-year-old son is with you”,0,0
"Clinton snags AFL-CIO official, former Sanders staffer, in labor outreach",1,1
 Donald Trump On Accusations Of Sexual Assault: Mexico Did It,0,0
Paul Ryan's challenges will not start until after Nov. 8 election,1,1
GERMANY KICKING RESIDENTS OUT To Make Way For Refugees: Nurse Shocked After Being Kicked Out Of Same Flat For 16 Years,0,0
 Scott Baio Gets His A** Handed To Him By Erin Moran’s Family For Disgusting Comments About Her Death,0,0
Former FBI chief's ire over Trump laid bare in testimony,1,1
"In western Moscow, Putin allies lose an election but cling to power",1,1
 Republicans Working To Make Unprecedented Move Into Everyone’s Bedrooms,0,0
LNA-linked groups appear responsible for east Libya killings: HRW,1,1
 Watch Darrel Issa Get Booed After Being A Total D*ck To A Constituent (VIDEO),0,0
"Indonesia tightens rules to curb money laundering, terror funding",1,1
Al Gore: Climate Change is “PRINCIPAL” Cause of Syrian War,0,0
Cleveland newspaper endorses Republican Kasich for president,1,1
INVITED POP STAR SAYS SHE’LL PERFORM At Trump Inauguration ONLY If She Can Sing Song About Lynching Blacks,0,0
Poland's stance on migrants unchanged despite EU court ruling: PM,1,1
DID IRAN RELEASE This Footage Of Captured U.S. Sailor Apologizing To Humiliate America?,0,0
Argentine court sentences 29 to life for dictatorship crimes,1,1
DRUNKS and EMPTY SEATS: Crooked Hillary Panders To Patrons At Florida Bar…Speaks To Empty Seats In Ft Lauderdale Baptist Church [VIDEO],0,0
Senate committee subpoenas former Trump adviser Flynn over Russia,1,1
"In Trump travel ban fight, Justice Kennedy's 2015 opinion looms large",1,1
Syrian opposition leader says U.N. mediation has failed,1,1
"U.S. Congress tangles with Facebook, other social media firms over Russia probe",1,1
 W. Virginia Halloween Store Boasts Shockingly Racist Costume Display Featuring Pres. Obama (VIDEO),0,0
LEFTY COMMUNIST Calls Trump-Supporting High School Students ‘White Supremacists’. Hilarity Ensues! [VIDEO],0,0
Russian long-range bombers hit Islamic State targets in Syria: agencies,1,1
"Putin, in Syria, says mission accomplished, orders partial Russian pull-out",1,1
BOOM! DR ALVEDA KING Scolds Sen. Liz Warren: We won’t accept racist bait and switch [Video],0,0
Under Armour-sponsored athletes oppose CEO's pro-Trump comments,1,1
Top Mexico university blames deadly bridge collapse on weak supports,1,1
Trump nominates Columbia professor Jackson for seat on SEC,1,1
‘Vaccine Choice’ Mom Gets Jail Time for Not Jabbing Her Kid,0,0
More Democratic senators oppose Trump's U.S. Supreme Court pick,1,1
"Trump says Brexit to be 'a great thing', wants quick trade deal with UK",1,1
 Afghanistan War Vet Humiliates Republican Opponent For Calling Him Weak On Terrorism (TWEETS),0,0
SICK REASON Historic City With “Off the charts” Crime Rates Passes Disgusting Ordinance Putting Criminals Before Cops,0,0
Arson caused fire at Kenyan school that killed nine girls: minister,1,1
" KKK Members Showed Up At Nevada Caucus With Pro-Donald Trump Signs (PHOTOS, TWEETS)",0,0
"Once again, Kenya delays election in some areas over risk of violence",1,1
Clinton leads Trump by 6 points after Democratic confab: Reuters/Ipsos poll,1,1
 Keith Olbermann Drops TRUTH BOMB About Trump And Electoral College — Time For Them To Do Their Job,0,0
 Republican Stuns In Brutally Honest Reaction To Americans Dying Under Trumpcare (VIDEO),0,0
France says Syrian government obstructing peace talks,1,1
Mattis signs orders to send additional troops to Afghanistan,1,1
Hillary Clinton’s ‘KKK’ Smear Against Trump was Democrat Strategy,0,0
WATCH: DETROIT ARTIST Takes Knee and Raises Fist While Singing National Anthem At Lions Game…Young Boys Standing Next To Him Appear To Be Confused,0,0
WATCH: THE VIEW’s LIBERAL HAGS Attack Meghan McCain For Defending Flag On Her First Day As New Co-Host,0,0
Philippines to keep wary eye on new Chinese dredger,1,1
"After Somalia's deadliest bombing, a brother's desperate search",1,1
Congressional watchdog expands probe of lax Wall Street oversight,1,1
" Trump Running Scared, Cancels Press Conference As Russia Investigation Heats Up",0,0
 Donald Trump Even Stole The Cake Design From Obama’s 2013 Inauguration (TWEETS),0,0
U.S. journalist among 19 killed in South Sudan fighting: rebels,1,1
 Trump Appointee Didn’t Last Two Months Before Being Fired For Calling For Muslim Genocide,0,0
A Sick Little Boy Just Found a Heart Donor Hours After FLOTUS Prayed Over Him,0,0
White House finalizing $29 billion request for disaster aid: AP,1,1
CNN’S DON LEMON Tries to Blame Trump…Cuts Off Guest When He Won’t Agree About Montana Body Slamming Incident [Video],0,0
WATCH: PRESIDENT TRUMP’S Beautiful Video Honoring The Life Of Rosa Parks Reminds Everyone Of DISGUSTING Way President Obama Made Anniversary of Parks’ Brave Act About Him ,0,0
"Mnuchin, Ryan see passage of U.S tax overhaul by end of year",1,1
Top ranks of career U.S. diplomats thin under Tillerson: union,1,1
POPULAR CHRISTIAN AUTHOR EXPLAINS Why Christians MUST Vote For Trump…Even If He Isn’t The “Perfect” Candidate [VIDEO],0,0
UK's Farage 'person of interest' in Trump-Russia investigation: Guardian,1,1
SEC Chair White defies Republican requests to stall rulemaking,1,1
BOOM! Danish Government Considers Seizing Migrant’s Valuables To Pay For Benefits,0,0
EU getting closer to starting trade talks with Britain in December: Tusk,1,1
China says peaceful settlement for North Korea issue wanted,1,1
" Former Obama Adviser BLASTS Trump, Calls Him Out For Attracting All The Racist Idiots (VIDEO)",0,0
At least 29 dead after Islamist attack on Somali hotel,1,1
HILLARY’S FIRST COMMENTS On The Bill/Loretta Lynch Meeting Will Blow You Away…Does She REALLY Think We’ll Believe This?,0,0
ALL HELL BREAKS LOOSE IN FRANCE…,0,0
U.S. Senate Democrat leader demands reversal of immigration order,1,1
" Trump’s Favorability Rating Hits Historic, Record Low",0,0
" Trump Tries To Launch 2020 Re-election Ad, It IMMEDIATELY Blows Up In His Face (TWEET)",0,0
Russia designates Radio Free Europe and Voice of America as 'foreign agents',1,1
"Taiwan's new premier vows to 'build country', scrap investment hurdles",1,1
"U.S. poised to approve Boeing fighter jet sales to Qatar, Kuwait",1,1
"No plans to release tax returns as pressure mounts, Trump aide says",1,1
WATCH HERO Singlehandedly Shut Down Anti-Trump Protest: “Hey! This is library!” [Video],0,0
Insight: Rap and the Party: China taps youth culture to hook millennial cadres,1,1
Spain's Rajoy says he expects next phase of Brexit talks soon,1,1
Senators urge Trump administration to act on Myanmar Rohingya,1,1
U.S. senators seek answers on U.S. presence in Niger after ambush,1,1
"Trump to meet House, Senate tax cut negotiators Wednesday: White House",1,1
"Juncker chides EU candidate Turkey, upbeat on Western Balkans",1,1
Obama to hold final press conference on Wednesday: White House,1,1
NATO chief stresses solidarity among NATO allies,1,1
Republican Trump says 70 percent of federal regulations 'can go',1,1
"France's Macron seeks renewal of Africa ties, but old problems persist",1,1
"Pope canonizes first New World martyrs, calls Amazon synod for 2019",1,1
 Melania Pauses Anti-Bullying Initiative To Say Her Husband Is Allowed To Mock Women’s IQ And Looks,0,0
Wow! Ted Cruz Blasts CNBC Anchor Over Ridiculous Debate Questions,0,0
U.S. investigation finds no Afghan civilian casualties in Kunduz strike,1,1
RIDICULOUS! CHUCK SCHUMER Wants Republicans To Pick Another Supreme Court Nominee [Video],0,0
 GOP Cut Funds For Veterans And Mental Health And Now We Have A Veteran Suicide Epidemic,0,0
 John McCain Goes Full-On Birther — Tries To Get Ted Cruz Disqualified From Race,0,0
3.57 Degrees: Kevin Bacon’s Cultural Mantle Shattered By Zuckerberg,0,0
" DISTURBING Footage Between Trump And Melania Revealed, Twitter ERUPTS (VIDEO/TWEETS)",0,0
VIOLENT PROTEST Outside Trump Rally In Pittsburgh As Cops Come Down On Black Lives Matter Thugs [Video],0,0
Turkey's foreign minister says Russian bombing in Syria's Idlib killing civilians,1,1
LOCAL REPORTER IN DEEP BLUE STATE Stuns Liberals When He Goes Rogue…Tells Truth About Guns [VIDEO],0,0
Lawmakers see strong board as part of Puerto Rico debt fix,1,1
Philippines' Duterte threatens to close mines that support rebels,1,1
Special Report: Why Obama and other gun control advocates own stock in firearms makers,1,1
Florida's Puerto Ricans strongly favor Clinton: poll,1,1
REVEALED: The Establishment’s Scheme to Take Down Trump,0,0
"Battered U.S. coal industry hopes for Trump, prepares for Clinton",1,1
New York passes emergency spending plan to avoid shutdown,1,1
WATCH JUDGE ORDER PUNK WEARING “POLICE LIE” T-SHIRT TO LEAVE COURTROOM…Or Face Contempt Charges,0,0
U.S. criticizes Poland for fining U.S.-owned broadcaster TVN,1,1
Some Sept. 11 families join criticism of Trump immigration order,1,1
"Trump to visit Utah next week, expected to announce monument decision",1,1
Lufthansa changes flight routes after latest North Korea missile testing,1,1
 Ted Cruz Gets Confronted By A Furious Trump Supporter And It Doesn’t Go Well (VIDEO),0,0
SIZE OF CROWDS TRUMP Is Drawing VS HILLARY Proves She’s TOAST [VIDEO],0,0
Sacked Catalan president calls for opposition to Madrid,1,1
Israeli military says ready to protect Druze village in Syria,1,1
Expect more ‘terror busts’ as FBI steps up its use of “ISIS stings”,0,0
Contrasting realities in Libya for French minister's visit,1,1
BREAKING: BEN CARSON Makes Surprising Announcement After Saying He Would NOT Serve On Trump’s Cabinet [VIDEO],0,0
DAN RATHER GOES FULL-ON RADICAL: Media Must Shame Donald Trump Supporters,0,0
BREAKING: Who’s Laughing Now? House GOP Members Introduce Resolution To Impeach IRS Commissioner,0,0
U.S. senator urges DOJ to reject any White House push in merger probes,1,1
OAS says Honduran vote results in doubt due to 'irregularities',1,1
4 DEAD TEENAGERS In Two Weeks…Illegal Immigrant Gang Violence Hits Long Island Town HARD,0,0
"Austria's prospective ruling parties agree on budget discipline, cutbacks for migrants",1,1
NAVY SEALS FORCED TO ABORT American Hostage Rescue Effort…Obama Too Busy Golfing On Martha’s Vineyard To Approve Mission,0,0
" Trump’s Brexit Response Is A DISASTER, And Hillary Just Nailed Him For It (VIDEO)",0,0
"Obama signs defense spending bill, criticizes Guantanamo policy",1,1
White House starts probe of private email use by senior aides: Politico,1,1
IS THIS THE TERRORIST WHO INSPIRED DALLAS COP KILLER? “We must kill all white police officers across the country…We’re asking that all black police officers take a leave of absence”,0,0
 Trump Freaks Out: Thousands Of Latino Voters Prove Election Is Rigged,0,0
 BUSTED: Donald Trump Protected Known Cocaine Trafficker (VIDEO),0,0
" Baltimore Teacher Breaks 7-Yr-Old’s Jaw For Being ‘Disruptive,’ Throws Child Into Wall (VIDEO)",0,0
BUSINESS OWNERS GET RICH Providing Luxury Housing And Gourmet Food To “Refugees” Who Complain It’s Not Enough,0,0
China says war on Korean peninsula will have no winner,1,1
